Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /admin/user/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /admin/user/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /admin/user/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /channel/join/v2 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/login/v2 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/logout/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/logout/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjozOH0.2lSPD-wo7FRSe4E0Cd4w0iLAgWKwdu-Ekx2ixu_CQLI&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjozOX0.cCIg23hLQ7FD2jpFuD4dqftOPED4dmLONx6Oh7aZblI&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjo0MH0.TkqQAW6GxH3XBJT0_14pppb9yVt4Wc-q-7WEaSla2PA&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjo0Mn0.a-jjWpwHLHZUq68_fGMuYuJzLOGjJsVRU2YcBcqfkds&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjozLCJzZXNzaW9uX2lkIjo0NX0._tDf40Uzxaz2J39eTHCrLWIJbrgSVg1vOthgr6xVHk8&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjozLCJzZXNzaW9uX2lkIjo0OH0.rFfOpl_Ktqi8PM25SWclHTsb30_xbFfADB953Ml1nos&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxMywic2Vzc2lvbl9pZCI6NjF9.gIr6HGPqvc8iLoXHH1dL7_Ep4CMnMSfg3K25VWf-4iA&u_id=13 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjo2Mn0.fqeJTGc0gPYHMM-MXn_F_ScD5Bw98wpGMWtMbROpFQE&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/addowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/addowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/addowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/addowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/addowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/addowner/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/addowner/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/addowner/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjo4MH0.BJJwtrqDW0rBqj7MUju6JgCID6mvudTWFEsctIIJHY0&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjo4MX0.7iN-SxLR9u5fvEP4oQMTSOTAPgyaNWaM34geBfenJ04&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:53:34] "POST /channel/invite/v2 HTTP/1.1" 200 -
